UID,title,authors,track,abstract,presentation_id,presentation_id_intro,pdf_url,date1,time1,date2,time2,room_letter1,room_letter2,room,cluster,position,cluster_name,gather_town_link
AAAI-109,PANTHER: Pathway Augmented Nonnegative Tensor Factorization for HighER-Order Feature Learning,Yuan Luo|Chengsheng Mao,Main Track,"Genetic pathways usually encode molecular mechanisms that can inform targeted interventions. It is often challenging for existing machine learning approaches to jointly model genetic pathways (higher-order features) and variants (atomic features), and present to clinicians interpretable models. In order to build more accurate and better interpretable machine learning models for genetic medicine, we introduce Pathway Augmented Nonnegative Tensor factorization for HighER-order feature learning (PANTHER). PANTHER selects informative genetic pathways that directly encode molecular mechanisms. We apply genetically motivated constrained tensor factorization to group pathways in a way that reflects molecular mechanism interactions. We then train a softmax classifier for disease types using the identified pathway groups. We evaluated PANTHER against multiple state-of-the-art constrained tensor/matrix factorization models, as well as group guided and Bayesian hierarchical models. PANTHER outperforms all state-of-the-art comparison models significantly (p<0.05). Our experiments on large scale Next Generation Sequencing (NGS) and whole-genome genotyping datasets also demonstrated wide applicability of PANTHER. We performed feature analysis in predicting disease types, which suggested insights and benefits of the identified pathway groups.",38947732,38949388,https://www.aaai.org/AAAI21Papers/AAAI-109.LuoY.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,C,C,BC-D4-R1,G,8,Healthcare Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=109
AAAI-110,Knowledge Refactoring for Inductive Program Synthesis,Sebastijan Dumancic|Tias Guns|Andrew Cropper,Main Track,"Humans constantly restructure knowledge to use it more efficiently. Our goal is to give a machine learning system similar abilities so that it can learn more efficiently. We introduce the knowledge refactoring problem, where the goal is to restructure a learner's knowledge base to reduce its size and to minimise redundancy in it. We focus on inductive logic programming, where the knowledge base is a logic program. We introduce Knorf, a system which solves the refactoring problem using constraint optimisation. A key feature of Knorf is that, rather than simply removing knowledge, it also introduces new knowledge through predicate invention. We evaluate our approach on two domains: building Lego structures and real-world string transformations. Our experiments show that learning from refactored knowledge can improve predictive accuracies fourfold and substantially reduce learning times.",38947733,38949389,https://www.aaai.org/AAAI21Papers/AAAI-110.DumancicS.pdf,6-Feb,12:45AM-02:30AM,5-Feb,08:45AM-10:30AM,D,B,AB-D2-R2,H,6,Relational / Graph-Based Machine Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=110
AAAI-111,LCollision: Fast Generation of Collision-Free Human Poses Using Learned Non-Penetration Constraints,Qingyang Tan|Zherong Pan|Dinesh Manocha,Main Track,"We present LCollision, a learning-based method that synthesizes collision-free 3D human poses. At the crux of our approach is a novel deep architecture that simultaneously decodes new human poses from the latent space and predicts colliding body parts. These two components of our architecture are used as the objective function and surrogate hard constraints in a constrained optimization for collision-free human pose generation. A novel aspect of our approach is the use of a bilevel autoencoder that decomposes whole-body collisions into groups of collisions between localized body parts. By solving the constrained optimizations, we show that a significant amount of collision artifacts can be resolved. Furthermore, in a large test set of $2.5\times 10^6$ randomized poses from SCAPE, our architecture achieves a collision-prediction accuracy of $94.1\%$ with $80\times$ speedup over exact collision detection algorithms. To the best of our knowledge, LCollision is the first approach that accelerates collision detection and resolves penetrations using a neural network.111",38947734,38949390,https://www.aaai.org/AAAI21Papers/AAAI-111.Tan.Q.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,C,C,BC-D1-R1,A,2,Constraint Satisfaction and Optimization,http://widget1.virtualchair.net/custom/aaai/jump?paperId=111
AAAI-117,Incremental Embedding Learning via Zero-Shot Translation,Kun Wei|Cheng Deng|Xu Yang|Maosen Li,Main Track,"Modern deep learning methods have achieved great success in machine learning and computer vision fields by learning a set of pre-defined datasets. Howerver, these methods perform unsatisfactorily when applied into real-world situations. The reason of this phenomenon is that learning new tasks leads the trained model quickly forget the knowledge of old tasks, which is referred to as catastrophic forgetting. Current state-of-the-art incremental learning methods tackle catastrophic forgetting problem in traditional classification networks and ignore the problem existing in embedding networks, which are the basic networks for image retrieval, face recognition, zero-shot learning, etc. Different from traditional incremental classification networks, the semantic gap between the embedding spaces of two adjacent tasks is the main challenge for embedding networks under incremental learning setting. Thus, we propose a novel class-incremental method for embedding network, named as zero-shot translation class-incremental method (ZSTCI), which leverages zero-shot translation to estimate and compensate the semantic gap without any exemplars. Then, we try to learn a unified representation for two adjacent tasks in sequential learning process, which captures the relationships of previous classes and current classes precisely. In addition, ZSTCI can easily be combined with existing regularization-based incremental learning methods to further improve performance of embedding networks. We conduct extensive experiments on CUB-200-2011 and CIFAR100, and the experiment results prove the effectiveness of our method. The code of our method has been released.",38947735,38949391,https://www.aaai.org/AAAI21Papers/AAAI-117.WeiK.pdf,4-Feb,08:45AM-10:30AM,4-Feb,04:45PM-06:30PM,D,D,BC-D1-R2,E,8,Transfer/Adaptation/Multi-task/Meta/Automated Learning,http://widget1.virtualchair.net/custom/aaai/jump?paperId=117
AAAI-120,Weakly-Supervised Temporal Action Localization by Uncertainty Modeling,Pilhyeon Lee|Jinglu Wang|Yan Lu|Hyeran Byun,Main Track,"Weakly-supervised temporal action localization aims to learn detecting temporal intervals of action classes with only video-level labels. To this end, it is crucial to separate frames of action classes from the background frames (i.e., frames not belonging to any action classes). In this paper, we present a new perspective on background frames where they are modeled as out-of-distribution samples regarding their inconsistency. Then, background frames can be detected by estimating the probability of each frame being out-of-distribution, known as uncertainty, but it is infeasible to directly learn uncertainty without frame-level labels. To realize the uncertainty learning in the weakly-supervised setting, we leverage the multiple instance learning formulation. Moreover, we further introduce a background entropy loss to better discriminate background frames by encouraging their in-distribution (action) probabilities to be uniformly distributed over all action classes. Experimental results show that our uncertainty modeling is effective at alleviating the interference of background frames and brings a large performance gain without bells and whistles. We demonstrate that our model significantly outperforms state-of-the-art methods on the benchmarks, THUMOS'14 and ActivityNet (1.2 & 1.3). Our code is available at https://github.com/Pilhyeon/WTAL-Uncertainty-Modeling.",38947736,38949392,https://www.aaai.org/AAAI21Papers/AAAI-120.LeeP.pdf,8-Feb,12:45AM-02:30AM,7-Feb,04:45PM-06:30PM,B,B,AC-D4-R2,F,5,Video Understanding & Activity Analysis,http://widget1.virtualchair.net/custom/aaai/jump?paperId=120
AAAI-122,CAKES: Channel-Wise Automatic Kernel Shrinking for Efficient 3D Networks,Qihang Yu|Yingwei Li|Jieru Mei|Yuyin Zhou|Alan Yuille,Main Track,"3D Convolution Neural Networks (CNNs) have been widely applied to 3D scene understanding, such as video analysis and volumetric image recognition. However, 3D networks can easily lead to over-parameterization which incurs expensive computation cost. In this paper, we propose Channel-wise Automatic KErnel Shrinking (CAKES), to enable efficient 3D learning by shrinking standard 3D convolutions into a set of economic operations (e.g., 1D, 2D convolutions). Unlike previous methods, CAKES performs channel-wise kernel shrinkage, which enjoys the following benefits: 1) enabling operations deployed in every layer to be heterogeneous, so that they can extract diverse and complementary information to benefit the learning process; and 2) allowing for an efficient and flexible replacement design, which can be generalized to both spatial-temporal and volumetric data. Further, we propose a new search space based on CAKES, so that the configuration can be determined automatically for simplifying 3D networks. CAKES shows superior performance to other methods with similar model size, and it also achieves comparable performance to state-of-the-art methods with much fewer parameters and computational costs on tasks including 3D medical imaging segmentation and video action recognition. Codes and models will be made public available.",38947737,38949393,https://www.aaai.org/AAAI21Papers/AAAI-122.YuQ.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,D,D,BC-D2-R2,K,3,3D Computer Vision,http://widget1.virtualchair.net/custom/aaai/jump?paperId=122
AAAI-132,Landmark Generation in HTN Planning,Daniel Höller|Pascal T Bercher,Main Track,"Landmarks are state features that need to be made true or tasks that need to be contained in every solution of a planning problem. They are a valuable source of information in planning and can be exploited in various ways.  Landmarks have been used both in classical and hierarchical planning, but while there is much work in classical planning, the techniques in hierarchical planning are less evolved. In this paper we introduce a novel landmark generation method for Hierarchical Task Network (HTN) planning and show that it is sound and incomplete. We show that every complete approach is as hard as the underlying HTN problem. Since we make relaxations during landmark generation, this means NP-hard for our setting (while our approach is in P). On a widely used benchmark set, our approach finds more than twice the number of landmarks than the approach from the literature. Though our focus is on landmark generation, we show that the newly discovered landmarks bear information beneficial for solvers.",38947738,38949394,https://www.aaai.org/AAAI21Papers/AAAI-132.HollerD.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,A,A,AC-D1-R1,B,2,"Planning, Routing and Scheduling",http://widget1.virtualchair.net/custom/aaai/jump?paperId=132
AAAI-142,On Online Optimization: Dynamic Regret Analysis of Strongly Convex and Smooth Problems,Ting-Jui Chang|Shahin Shahrampour,Main Track,"The regret bound of {\it dynamic} online learning algorithms is often expressed in terms of the variation in the function sequence ($V_T$) and/or the path-length of the minimizer sequence after $T$ rounds. For strongly convex and smooth functions, \citet{zhang2017improved} establish the squared path-length of the minimizer sequence ($C^*_{2,T}$) as a lower bound on regret. They also show that online gradient descent (OGD) achieves this lower bound using multiple gradient queries per round. In this paper, we focus on unconstrained online optimization. We first show that a preconditioned variant of OGD achieves $O\big(\min\{C^*_T,C_{2,T}^*\}\big)$ with one gradient query per round ($C^*_T$ refers to the normal path-length). We then propose online optimistic Newton (OON) method for the case when the first and second order information of the function sequence is {\it predictable}. The regret bound of OON is captured via the quartic path-length of the minimizer sequence ($C^*_{4,T}$), which can be much smaller than $C^*_{2,T}$. We finally show that by using multiple gradients for OGD, we can achieve an upper bound of $O(\min\{C^*_{2,T},V_T\})$ on regret.",38947739,38949395,https://www.aaai.org/AAAI21Papers/AAAI-142.ChangTJ.pdf,7-Feb,08:45AM-10:30AM,7-Feb,04:45PM-06:30PM,D,D,BC-D4-R2,A,3,Online Learning & Bandits,http://widget1.virtualchair.net/custom/aaai/jump?paperId=142
AAAI-146,Ethical Dilemmas in Strategic Games,Pavel Naumov|Rui-Jie Yew,Main Track,"An agent, or a coalition of agents, faces an ethical dilemma between several statements if she is forced to make a conscious choice between which of these statements will be true. This paper proposes to capture ethical dilemmas as a modality in strategic game settings with and without limit on sacrifice and for perfect and imperfect information games. The authors show that the dilemma modality cannot be defined through the earlier proposed blameworthiness modality. The main technical result is a sound and complete axiomatization of the properties of this modality with sacrifice in games with perfect information.",38947740,38949396,https://www.aaai.org/AAAI21Papers/AAAI-146.NaumovP.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,D,1,Philosophy and Ethics of AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=146
AAAI-147,Comprehension and Knowledge,Pavel Naumov|Kevin Ros,Main Track,The ability of an agent to comprehend a sentence is tightly connected to the agent's prior experiences and background knowledge. The paper suggests to interpret comprehension as a modality and proposes a complete bimodal logical system that describes an interplay between comprehension and knowledge modalities.,38947741,38949397,https://www.aaai.org/AAAI21Papers/AAAI-147.NaumovP.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,D,2,Philosophy and Ethics of AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=147
AAAI-149,Epistemic Logic of Know-Who,Sophia Epstein|Pavel Naumov,Main Track,"The paper introduces a trimodal logic that describes the interplay between modalities ""knows who"", ""knows"", and ""for all agents"". The main technical results are the soundness and the completeness theorems for this logical system with respect to a proposed semantics. ",38947742,38949398,https://www.aaai.org/AAAI21Papers/AAAI-149.EpsteinS.pdf,5-Feb,08:45AM-10:30AM,5-Feb,04:45PM-06:30PM,C,C,BC-D2-R1,D,5,Philosophy and Ethics of AI,http://widget1.virtualchair.net/custom/aaai/jump?paperId=149
AAAI-151,Deep Switching Auto-Regressive Factorization: Application to Time Series Forecasting,Amirreza Farnoosh|Bahar Azari|Sarah Ostadabbas,Main Track,"We introduce deep switching auto-regressive factorization (DSARF), a deep generative model for spatio-temporal data with the capability to unravel recurring patterns in the data and perform robust short- and long-term predictions. Similar to other factor analysis methods, DSARF approximates high dimensional data by a product between time dependent weights and spatially dependent factors. These weights and factors are in turn represented in terms of lower dimensional latent variables that are inferred using stochastic variational inference. DSARF is different from the state-of-the-art techniques in that it parameterizes the weights in terms of a deep switching vector auto-regressive likelihood governed with a Markovian prior, which is able to capture the non-linear inter-dependencies among weights to characterize multimodal temporal dynamics. This results in a flexible hierarchical deep generative factor analysis model that can be extended to (i) provide a collection of potentially interpretable states abstracted from the process dynamics, and (ii) perform short- and long-term vector time series prediction in a complex multi-relational setting. Our extensive experiments, which include simulated data and real data from a wide range of applications such as climate change, weather forecasting, traffic, infectious disease spread and nonlinear physical systems attest the superior performance of DSARF in terms of long- and short-term prediction error, when compared with the state-of-the-art methods.",38947743,38949399,https://www.aaai.org/AAAI21Papers/AAAI-151.FarnooshA.pdf,6-Feb,08:45AM-10:30AM,6-Feb,04:45PM-06:30PM,D,D,BC-D3-R2,G,8,Time-Series/Data Streams,http://widget1.virtualchair.net/custom/aaai/jump?paperId=151
AAAI-155,Treatment Effect Estimation with Disentangled Latent Factors,Weijia Zhang|Lin Liu|Jiuyong Li,Main Track,"Much research has been devoted to the problem of estimating treatment effects from observational data; however, most methods assume that the observed variables only contain confounders, i.e., variables that affect both the treatment and the outcome. Unfortunately, this assumption is frequently violated in real-world applications, since some variables only affect the treatment but not the outcome, and vice versa. Moreover, in many cases only the proxy variables of the underlying confounding factors can be observed. In this work, we first show the importance of differentiating confounding factors from instrumental and risk factors for both average and conditional average treatment effect estimation, and then we propose a variational inference approach to simultaneously infer latent factors from the observed variables, disentangle the factors into three disjoint sets corresponding to the instrumental, confounding, and risk factors, and use the disentangled factors for treatment effect estimation. Experimental results demonstrate the effectiveness of the proposed method on a wide range of synthetic, benchmark, and real-world datasets.",38947744,38949400,https://www.aaai.org/AAAI21Papers/AAAI-155.ZhangW.pdf,5-Feb,12:45AM-02:30AM,4-Feb,04:45PM-06:30PM,A,A,AC-D1-R1,G,2,Applications,http://widget1.virtualchair.net/custom/aaai/jump?paperId=155
